"id","cod_incidencia","empresa","ciudad","tipo_incid","estado","municipalidad","causa","areas_afectadas","fec_deteccion","fec_estimada","infor_web","descripcion","tipo_red","diametro","agua","desague","facilityid","cod_sunass","vusuario","fuente","imagen_url","creado_en","actualizado_en"
"124944","M-20260912154310-541","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LURIGANCHO","Desmontaje y mantenimiento del equipo de bombeo","sector 140","2026-09-12 07:00:00","2026-09-12 23:55:00","Sector 140","","AGUA","","1","0","","","","MANUAL","uploads/img_20260912154310.jpg","2026-09-12 16:43:10","2026-09-12 16:43:10"
"124942","M-20260912093217-795","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LURIGANCHO","Desmontaje y mantenimiento del equipo de bombeo","sector 140","2026-09-12 07:00:00","2026-09-12 11:55:00","Sector 140","","AGUA","","1","0","","","","MANUAL","uploads/img_20260912093217.jpg","2026-09-12 10:32:17","2026-09-12 10:32:17"
"124945","M-20260912154315-123","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LURIGANCHO","Desmontaje del equipo de bombeo","Urb. Los Girasoles de Huampaní","2026-09-12 06:55:00","2026-09-12 23:55:00","Sector 140","","AGUA","","1","0","","","","MANUAL","uploads/img_20260912154315.jpg","2026-09-12 16:43:15","2026-09-12 16:43:15"
"124940","M-20260912092432-715","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LURIGANCHO","Desmontaje del equipo de bombeo","Urb. Los Girasoles de Huampaní","2026-09-12 06:55:00","2026-09-12 11:55:00","Sector 140","","AGUA","","1","0","","","","MANUAL","uploads/img_20260912092432.jpg","2026-09-12 10:24:32","2026-09-12 10:24:32"
"124938","M-20260912091948-831","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","ATE","Mantenimiento de válvula de control","A.H. Huaycán zona K; A.H. Huaycán zona M","2026-09-12 06:00:00","2026-09-12 14:00:00","Sector 152","","AGUA","","1","0","","","","MANUAL","uploads/img_20260912091948.jpg","2026-09-12 10:19:48","2026-09-12 10:19:48"
"124937","M-20260912091944-242","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","ATE","Rotura de tubería matriz","Asoc. Hijos de Apurímac 4ta zona; Asoc. Hijos de Apurímac 5ta zona; Asoc. Hijos de Apurímac 6ta zona","2026-09-12 06:00:00","2026-09-12 14:00:00","Sector 158","","AGUA","","1","0","","","","MANUAL","uploads/img_20260912091944.jpg","2026-09-12 10:19:44","2026-09-12 10:19:44"
"124934","M-20260912072313-236","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","SANTIAGO DE SURCO","Rotura de tubería matriz","Cercado; Av. Jorge Chávez; Av. Santo Cristo; Av. Paseo de la República; Av. La Castellana; Av. Roosevelt","2026-09-12 02:50:00","2026-09-12 08:00:00","Sectores 59 y 125","","AGUA","","1","0","","","","MANUAL","uploads/img_20260912072313.jpg","2026-09-12 08:23:13","2026-09-12 08:23:13"
"124936","M-20260912091939-521","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","SANTIAGO DE SURCO","Rotura de tubería matriz","Cercado; Av. Jorge Chávez; Av. Santo Cristo; Av. Paseo de la República; Av. La Castellana; Av. Roosevelt","2026-09-12 00:37:00","2026-09-12 08:30:00","Sector 125","","AGUA","","1","0","","","","MANUAL","uploads/img_20260912091939.jpg","2026-09-12 10:19:39","2026-09-12 10:19:39"
"124932","M-20260911184907-699","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA EL SALVADOR","Reparación de rotura de tubería","Cercado; Cuadrante: Av. Los Ángeles, Av. Central, Av. Separadora Industrial, Av. 1ro de Mayo","2026-09-11 18:26:00","2026-09-11 23:59:00","Sector 316","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911184907.jpg","2026-09-11 19:49:07","2026-09-11 19:49:07"
"124926","M-20260911184733-332","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","ATE","Mantenimiento de válvula de control","A.H. Huaycán zona K; A.H. Huaycán zona M","2026-09-11 15:25:00","2026-09-11 23:55:00","Sector 152","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911184733.jpg","2026-09-11 19:47:33","2026-09-11 19:47:33"
"124927","M-20260911184738-734","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","SAN ISIDRO","Rotura de tubería por tercero","Urb. Los Rosales; Sector 28","2026-09-11 15:00:00","2026-09-11 21:00:00","Sector 28","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911184738.jpg","2026-09-11 19:47:38","2026-09-11 19:47:38"
"124929","M-20260911184744-139","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","SAN ISIDRO","Rotura de tubería matriz","Urb. Los Rosales; Sector 28","2026-09-11 14:42:00","2026-09-11 21:00:00","Sector 28","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911184744.jpg","2026-09-11 19:47:44","2026-09-11 19:47:44"
"124930","M-20260911184749-521","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LURIGANCHO","Desmontaje de equipo de bombeo por baja producción","Urb. Los Girasoles de Huampaní","2026-09-11 13:49:00","2026-09-11 23:50:00","Sector 140","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911184749.jpg","2026-09-11 19:47:49","2026-09-11 19:47:49"
"124867","M-20260909081741-340","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LA MOLINA","Limpieza de reservorio","Urb. Sol de La Molina I y II etapa; Urb. Las Lagunas de La Molina I, II y III etapa; Urb. El Mástil de La Laguna; Cuadrante: Av. Elías Aparicio, Av. El Lindero, Av. La Molina, Av. Laguna Grande","2026-09-11 13:00:00","2026-09-11 23:50:00","Sector 196","","AGUA","","1","0","","","","MANUAL","uploads/img_20260909081741.jpg","2026-09-09 09:17:41","2026-09-09 09:17:41"
"124920","M-20260911130454-700","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","SANTIAGO DE SURCO","Rotura de tubería matriz","Cercado Cuadrante: Av. Jorge Chávez, Av. Santo Cristo, Av. Paseo de la República, Av. La Castellana, Av. Roosevelt","2026-09-11 12:50:00","2026-09-11 19:00:00","Sectores 59 y 125","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911130454.jpg","2026-09-11 14:04:54","2026-09-11 14:04:54"
"124925","M-20260911184728-537","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","SANTIAGO DE SURCO","Rotura de tubería matriz","Cercado Cuadrante: Av. Jorge Chávez, Av. Santo Cristo, Av. Paseo de la República, Av. La Castellana, Av. Roosevelt","2026-09-11 12:37:00","2026-09-11 22:00:00","Sector 125","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911184728.jpg","2026-09-11 19:47:28","2026-09-11 19:47:28"
"124921","M-20260911130459-422","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","SANTIAGO DE SURCO","Rotura de tubería matriz","Cercado; Cuadrante: Av. Jorge Chávez, Av. Santo Cristo, Av. Paseo de la República, Av. La Castellana, Av. Roosevelt","2026-09-11 12:37:00","2026-09-11 19:00:00","Sector 125","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911130459.jpg","2026-09-11 14:04:59","2026-09-11 14:04:59"
"124868","M-20260909081746-317","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","INDEPENDENCIA","Limpieza de reservorio","A.H. Ampliación Las Américas; A.H. Las Américas; A.H. El Paraíso; A.H. La Paz; U. Pop. Tahuantinsuyo","2026-09-11 12:00:00","2026-09-11 20:00:00","Sector 334","","AGUA","","1","0","","","","MANUAL","uploads/img_20260909081746.jpg","2026-09-09 09:17:46","2026-09-09 09:17:46"
"124931","M-20260911184752-364","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LURIGANCHO","Desmontaje de equipo de bombeo","sector 140","2026-09-11 11:55:00","2026-09-11 23:55:00","Sector 140","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911184752.jpg","2026-09-11 19:47:52","2026-09-11 19:47:52"
"124928","M-20260911184741-438","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA EL SALVADOR","Rotura de tubería matriz","Cercado; Cuadrante: Av. Modelo, Av. Revolución, Av. 1ro de Mayo, Av. Separadora Industrial","2026-09-11 09:00:00","2026-09-11 19:00:00","Sector 317","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911184741.jpg","2026-09-11 19:47:41","2026-09-11 19:47:41"
"124883","M-20260909193024-666","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","SAN JUAN DE LURIGANCHO","Limpieza de reservorio","A.H. Integ., Manos Unidas Sector Los Ángeles","2026-09-11 09:00:00","2026-09-11 22:00:00","Sector 417","","AGUA","","1","0","","","","MANUAL","uploads/img_20260909193024.jpg","2026-09-09 20:30:24","2026-09-09 20:30:24"
"124870","M-20260909081800-991","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","SAN JUAN DE LURIGANCHO","Limpieza de Reservorio","A.H. José C. Mariátegui (Las Galeras); A.H. Somos Libres; A.H. Esmeralda de Los Andes; A.H. Cruz de Motupe Gpo I; A.H. Enrique Montenegro; A.H. Nueva Esperanza; A.H. Integ. Solid. y Prog. Sector Los Jardines Ampl.; A.H. Peruanos Unidos Sector Alberto Fujimori; A.H. Jesús de Nazareth - Sector Sol de Los Andes; A.H. José C. Mariátegui 2da Ampl.; A.H. Vista Alegre Cerro Mirador; Urb. Mariscal Cáceres Sector III; A.H. Integ. Manos Unidas Sector Corazón de Jesús II y Sector Corazón de Jesús III; A.H. Corazón de Jesús; A.H. Simón Bolívar I; A.H. José Olaya Ampliac.; AF Santo Toribio; AF José Olaya II Ampliac.; A.H. Integ. San José Sector José Olaya, A.H. 28 de Febrero; P.J. 10 de Marzo.","2026-09-11 09:00:00","2026-09-11 22:00:00","Sector 417","","AGUA","","1","0","","","","MANUAL","uploads/img_20260909081800.jpg","2026-09-09 09:18:00","2026-09-09 09:18:00"
"124869","M-20260909081752-580","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","SAN JUAN DE LURIGANCHO","Limpieza de Reservorio","A.H. 10 de Marzo; A.H. Integ. Almte Grau Sector Héroes de Cenepa; A.H. Integ. Almte Grau Sector Los Cipreses; A.H. Los Unidos; A.H. Integ. Nuevo Perú Sector 1ro de Enero de Montenegro; A.H. Integ. Nuevo Perú Sector Buena Vista; A.H. Isabel Flores de Oliva; A.H. Integ. Nvo Perú Sector Virgen del Rosario Ampliac.; AF Nuevo Amanecer II; A.H. Integ. Virgen de Fátima Sector Cerrito Rico; A.H. 1 de Mayo; A.H. Nuevo Santa Cruz; A.H. Peruanos Unidos Sector El Amauta; A.H. Peruanos Unidos (Cristo es Vida); AF Patria Unida; Agru. José Olaya II; AF Cristo de Pachacamilla; AF Villa Maestro; A.H. San José Obrero; A.H. Unión y Prog. Sector Los Claveles; A.H. Cangallo; A.H. Juan Landázuri Ricketts; A.H. Peruanos Unidos Sector Los Cibeles","2026-09-11 09:00:00","2026-09-11 22:00:00","Sector 417","","AGUA","","1","0","","","","MANUAL","uploads/img_20260909081752.jpg","2026-09-09 09:17:52","2026-09-09 09:17:52"
"124871","M-20260909081809-460","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","SANTA ANITA","Limpieza de reservorio","Coop. Virgen de las Nieves; A.H. Terrazas de Santa Anita; A.H. Los Eucaliptos; A.H. Las Malvinas; A.H. Alegres; A.H. Cristo Rey; A.H. Terrazas de Perales; A.H. Los Hijos de Perales; Coop. Manuel Correa; Coop. Santa Rosa de Quilves; Urb. La Achirana I etapa; P.J. Los Perales","2026-09-11 08:00:00","2026-09-11 20:00:00","Sector 77","","AGUA","","1","0","","","","MANUAL","uploads/img_20260909081809.jpg","2026-09-09 09:18:09","2026-09-09 09:18:09"
"124866","M-20260909055907-307","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","CHORRILLOS","Limpieza y desinfección de reservorio","A.H. Buenos Aires de Villa; Cooperativa José Olaya","2026-09-11 05:00:00","2026-09-11 21:00:00","Sector 91","","AGUA","","1","0","","","","MANUAL","uploads/img_20260909055907.jpg","2026-09-09 06:59:07","2026-09-09 06:59:07"
"124924","M-20260911170350-739","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","LIMA CERCADO","Reparación de rotura de tubería","Barrios Altos; Cercado; Cuadrante: Jr. Huánuco, Av. Grau, Jr. Huanta, Jr. Antonio Miró Quesada","2026-09-11 01:15:00","2026-09-11 13:00:00","Sector 8","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911170350.jpg","2026-09-11 18:03:50","2026-09-11 18:03:50"
"124923","M-20260911170346-440","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA EL SALVADOR","Afectación por tercero","Cercado","2026-09-10 21:51:00","2026-09-11 04:00:00","Sectores 311, 317, 330 y 305","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911170346.jpg","2026-09-11 18:03:46","2026-09-11 18:03:46"
"124922","M-20260911170342-782","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA EL SALVADOR","Afectación por tercero","Cercado","2026-09-10 21:51:00","2026-09-11 05:00:00","Sectores 311, 317, 330 y 305","","AGUA","","1","0","","","","MANUAL","uploads/img_20260911170342.jpg","2026-09-11 18:03:42","2026-09-11 18:03:42"
"124916","M-20260910224713-277","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA EL SALVADOR","Afectación por tercero","Cercado","2026-09-10 21:51:00","2026-09-11 03:00:00","Sectores 311, 317, 330 y 305","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910224713.jpg","2026-09-10 23:47:13","2026-09-10 23:47:13"
"124919","M-20260910224723-244","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LURIGANCHO","Desmontaje de bomba por baja producción","A.H. Huampaní Alto","2026-09-10 17:00:00","2026-09-10 23:55:00","Sector 140","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910224723.jpg","2026-09-10 23:47:23","2026-09-10 23:47:23"
"124914","M-20260910153809-625","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","SAN MARTÍN DE PORRES","Trabajos de mantenimiento en las redes","Urb. Naranjal","2026-09-10 14:47:00","2026-09-10 18:00:00","Sector 82","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910153809.jpg","2026-09-10 16:38:09","2026-09-10 16:38:09"
"124913","M-20260910152707-455","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","BREÑA","Reparación de rotura de tubería","Urb. Azcona; Urb. Las Esmeraldas; Urb.. 28 de julio; Urb. El Paulino; Urb. Proveedores Unidos; Urb. San Gregorio.","2026-09-10 14:32:00","2026-09-10 23:00:00","Sector 16","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910152707.jpg","2026-09-10 16:27:07","2026-09-10 16:27:07"
"124851","M-20260908094317-327","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","ATE","Limpieza de reservorio","Asoc. Casuarinas de San Juan I, II y III etapa; Asoc. Los Ángeles de Gloria Baja; Asoc. Casa Grande de Gloria Baja; Asoc. California de Gloria Baja; Asoc. Estrella Andina de Gloria Baja I y II etapa; Asoc. Las Gardenias de San Juan; Asoc. El Paraíso de La Gloria de Ate; Asoc. Filadelfia de Ate; Asoc. Santa Rosa de Ate Santa Clara; Asoc. San Juan; Asoc. Sol de Las Viñas de Ate I, II, III, IV y V etapa; Asoc. Las Viñas de San Juan; Asoc. Pacayal de San Juan; Asoc. Residencial Primavera; Asoc. Las Casuarinas; C.P. San Juan","2026-09-10 13:00:00","2026-09-10 23:50:00","Sector 178","","AGUA","","1","0","","","","MANUAL","uploads/img_20260908094317.jpg","2026-09-08 10:43:17","2026-09-08 10:43:17"
"124900","M-20260910151113-996","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","MIRAFLORES","Rotura de tubería matriz","Urb. San Antonio; Cuadrante: Av. Casimiro Ulloa, Av. Benavides, Av. Paseo de la República, Av. Ricardo Palma","2026-09-10 12:45:00","2026-09-10 19:00:00","Sector 57","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910151113.jpg","2026-09-10 16:11:14","2026-09-10 16:11:14"
"124918","M-20260910224719-363","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","MIRAFLORES","Rotura de tubería matriz","Urb. San Antonio; Cuadrante: Av. Casimiro Ulloa, Av. Benavides, Av. Paseo de la República, Av. Ricardo Palma","2026-09-10 12:44:00","2026-09-10 21:00:00","Sector 57","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910224719.jpg","2026-09-10 23:47:19","2026-09-10 23:47:19"
"124917","M-20260910224716-688","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","MIRAFLORES","Rotura de tubería matriz","Urb. San Antonio; Cuadrante: Av. Casimiro Ulloa, Av. Benavides, Av. Paseo de la República, Av. Ricardo Palma","2026-09-10 12:44:00","2026-09-10 23:00:00","Sector 57","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910224716.jpg","2026-09-10 23:47:16","2026-09-10 23:47:16"
"124902","M-20260910151128-198","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","MIRAFLORES","Rotura de tubería matriz","Urb. San Antonio; Av. Casimiro Ulloa; Av. Benavides; Av. Paseo de la República; Av. Ricardo Palma","2026-09-10 12:44:00","2026-09-10 19:00:00","Sector 57","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910151128.jpg","2026-09-10 16:11:28","2026-09-10 16:11:28"
"124905","M-20260910151138-984","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","VENTANILLA","Limpieza de reservorio","Urb. Antonia Moreno de Cáceres sectores I, II y III","2026-09-10 12:00:00","2026-09-10 18:00:00","Sector 273","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910151138.jpg","2026-09-10 16:11:38","2026-09-10 16:11:38"
"124901","M-20260910151120-194","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LURIGANCHO","Mantenimiento de equipo de bombeo","Urb. Los Girasoles de Huampaní","2026-09-10 11:01:00","2026-09-10 17:00:00","Sector 140","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910151120.jpg","2026-09-10 16:11:20","2026-09-10 16:11:20"
"124903","M-20260910151131-862","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LA PERLA","Empalme de tubería","Urb. Benjamín Doig Lossio; Urb. La Estancia; Urb. Sima; Urb. Empleados Municipales","2026-09-10 10:26:00","2026-09-10 15:00:00","Sector 105","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910151131.jpg","2026-09-10 16:11:31","2026-09-10 16:11:31"
"124904","M-20260910151134-287","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","COMAS","Rotura de tubería matriz","P.J. El Carmen; A.H. Dios es Amor; A.H. Nuevo San José; P.J. Señor de los Milagros","2026-09-10 10:06:00","2026-09-10 15:00:00","Sector 343","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910151134.jpg","2026-09-10 16:11:34","2026-09-10 16:11:34"
"124853","M-20260908094332-338","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LIMA CERCADO","Implementación de cámara purga de aire en tubería de agua","Urb. Los Cipreses; Urb. Elio 2da, 3ra y 4ta etapa; Cuadrante: Av. Aurelio García y García, Av. Elvira García y García, Av. Víctor Sarria, Av. Saavedra Piñón, Av. Roberto Thorndike, Av. Venezuela y todas las calles interiores a este cuadrante","2026-09-10 10:00:00","2026-09-10 22:00:00","Sector 34","","AGUA","","1","0","","","","MANUAL","uploads/img_20260908094332.jpg","2026-09-08 10:43:32","2026-09-08 10:43:32"
"124852","M-20260908094321-743","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LIMA CERCADO","Trabajos de mantenimiento en las redes","Urb. Elio 3ra etapa; Cuadrante: Av. Aurelio García y García, Av. Elvira García y García, Av. Víctor Sarria, Av. Saavedra Piñón, Av. Roberto Thorndike.","2026-09-10 10:00:00","2026-09-10 22:00:00","Sector 34","","AGUA","","1","0","","","","MANUAL","uploads/img_20260908094321.jpg","2026-09-08 10:43:21","2026-09-08 10:43:21"
"124845","M-20260908070248-176","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","LIMA CERCADO","Mantenimiento de redes secundarias","Urb. Los Cipreses; Urb. Elio 2da, 3ra y 4ta etapa; Cuadrante: Av. Aurelio García y García, Av. Elvira García y García, Av. Víctor Sarria, Av. Saavedra Piñón, Av. Roberto Thorndike, Av. Venezuela","2026-09-10 10:00:00","2026-09-10 22:00:00","Sector 34","","AGUA","","1","0","","","","MANUAL","uploads/img_20260908070248.jpg","2026-09-08 08:02:48","2026-09-08 08:02:48"
"124846","M-20260908070315-770","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","SAN JUAN DE LURIGANCHO","Limpieza de reservorio","Ampliac. El Paraíso; A.H. Nuevo Miguel Grau; A.H. Nueva Juventud Miguel Grau; A.H 1 de Marzo; A.H. Proy. Integ. Confraternidad; SCTR Los Ángeles II; A.H. Mano de Dios; Agru. Reubicados de Santa Rosita; AF Santa Rosita II etapa","2026-09-10 09:00:00","2026-09-10 20:00:00","Sector 413","","AGUA","","1","0","","","","MANUAL","uploads/img_20260908070315.jpg","2026-09-08 08:03:15","2026-09-08 08:03:15"
"124847","M-20260908070329-363","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","ATE","Limpieza de reservorio","Asoc Fortaleza; Asoc. Zavaleta; Urb. Sol de Vitarte sector G; Urb. Zavaleta; Urb. Alameda 2da etapa","2026-09-10 08:00:00","2026-09-10 20:00:00","Sector 173","","AGUA","","1","0","","","","MANUAL","uploads/img_20260908070329.jpg","2026-09-08 08:03:29","2026-09-08 08:03:29"
"124892","M-20260910081423-145","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","CHORRILLOS","Baja presión en las redes","A.H. 26 de Setiembre","2026-09-10 06:26:00","2026-09-10 11:00:00","Sector 97","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910081423.jpg","2026-09-10 09:14:23","2026-09-10 09:14:23"
"124896","M-20260910081503-231","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA MARÍA DEL TRIUNFO","Baja presión en las redes","P.J. Inca Pachacútec Sector Micaela Bastidas; Urb. Jardín 2da y 3ra etapa; P.J. Solidaridad; A.H. Jardín; P.J. Micaela Bastidas","2026-09-10 06:03:00","2026-09-10 14:00:00","Sector 305","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910081503.jpg","2026-09-10 09:15:03","2026-09-10 09:15:03"
"124500","756471","SEDAPAL","Lima y Callao","PROGRAMADA","TRABAJANDO","LIMA (CERCADO)","TRABAJOS DE MANTENIMIENTO EN LAS REDES","URBANIZACION-URB CIPRESES, LOS; URBANIZACION-URB ELIO 2DA ET.; URBANIZACION-URB ELIO 3RA ET.; URBANIZACION-URB ELIO 4TA ET.","2026-09-10 06:00:00","2026-09-10 22:00:00","BUENOS DIAS, ESTIMADOS CLIENTES, SEDAPAL LES COMUNICA, QUE, DEBIDO A TRABAJOS DE MEJORAMIENTO DEL SERVICIO, SE HA PROGRAMADO LA EJECUCION DE IMPLEMENTACION DE UNA CAMARA DE PURGA DE AIRE EN LA TUBERIA DE RED SECUNDARIA DE AGUA POTABLE, POR LO QUE SE REQUIERE DE LA RESTRICCION DEL SERVICIO DE AGUA POTABLE QUE AFECTARA A SU PREDIO, EL DIA 10/09/2026, DESDE LAS 10:00 A 22:00 HORAS APROXIMADAMENTE, PEDIMOS DISCULPAS Y AGRADECEMOS SU COMPRENSION POR LAS MOLESTIAS CAUSADAS.","INCIDENCIA PROGRAMADA","AGUA","11","1","0","CDA-1207017","3","GIO24206","GIS","","2026-09-02 10:09:16","2026-09-02 10:59:46"
"124897","M-20260910081512-409","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA EL SALVADOR","Baja presión en las redes","Cercado","2026-09-10 05:39:00","2026-09-10 14:30:00","Sector 317","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910081512.jpg","2026-09-10 09:15:12","2026-09-10 09:15:12"
"124898","M-20260910081516-996","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA MARÍA DEL TRIUNFO","Baja presión en las redes","P.J. Nueva Esperanza","2026-09-10 05:33:00","2026-09-10 14:15:00","Sector 330","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910081516.jpg","2026-09-10 09:15:16","2026-09-10 09:15:16"
"124899","M-20260910081525-402","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA MARÍA DEL TRIUNFO","Baja presión en las redes","Cercado","2026-09-10 05:25:00","2026-09-10 14:00:00","Sector 311","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910081525.jpg","2026-09-10 09:15:25","2026-09-10 09:15:25"
"124895","M-20260910081452-840","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","LURIGANCHO","Falla en la línea de impulsión","Urb. Los Girasoles","2026-09-10 05:00:00","2026-09-10 11:00:00","Sector 140","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910081452.jpg","2026-09-10 09:14:52","2026-09-10 09:14:52"
"124891","M-20260910073643-748","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA MARÍA DEL TRIUNFO","Baja presión en las redes","P.J. Hogar Policial","2026-09-10 05:00:00","2026-09-10 14:00:00","Sector 311","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910073643.jpg","2026-09-10 08:36:43","2026-09-10 08:36:43"
"124844","M-20260908060218-243","SEDAPAL","Lima y Callao","PROGRAMADA","MANUAL","SANTIAGO DE SURCO","Limpieza y desinfección de reservorio","Urb. Las Laderas; Urb. Valle Hermoso Oeste; Urb. Las Casuarinas 1ra, 2da y 3ra etapa","2026-09-10 05:00:00","2026-09-10 21:00:00","Sector 299","","AGUA","","1","0","","","","MANUAL","uploads/img_20260908060218.jpg","2026-09-08 07:02:18","2026-09-08 07:02:18"
"124908","M-20260910151245-158","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA EL SALVADOR","Baja presión en las redes","Cercado","2026-09-09 23:21:00","2026-09-10 04:00:00","Sector 317","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910151245.jpg","2026-09-10 16:12:45","2026-09-10 16:12:45"
"124888","M-20260910073619-894","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA EL SALVADOR","Baja presión en las redes","Cercado","2026-09-09 23:21:00","2026-09-10 04:30:00","Sector 317","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910073619.jpg","2026-09-10 08:36:19","2026-09-10 08:36:19"
"124909","M-20260910151247-446","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA MARÍA DEL TRIUNFO","Baja presión en las redes","P.J. Nueva Esperanza","2026-09-09 22:57:00","2026-09-10 04:00:00","Sector 330","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910151247.jpg","2026-09-10 16:12:47","2026-09-10 16:12:47"
"124889","M-20260910073623-883","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA MARÍA DEL TRIUNFO","Baja presión en las redes","P.J. Nueva Esperanza","2026-09-09 22:57:00","2026-09-10 04:30:00","Sector 330","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910073623.jpg","2026-09-10 08:36:23","2026-09-10 08:36:23"
"124911","M-20260910151254-878","SEDAPAL","Lima y Callao","IMPREVISTA","MANUAL","VILLA MARÍA DEL TRIUNFO","Baja presión en las redes","P.J. José C. Mariátegui Sector San Gabriel Bajo","2026-09-09 22:41:00","2026-09-10 04:00:00","Sector 311","","AGUA","","1","0","","","","MANUAL","uploads/img_20260910151254.jpg","2026-09-10 16:12:54","2026-09-10 16:12:54"
